Review Text,stemming,tokens,weights,total_score,Sentimen
"Gamenya keren banget ini kualitasnya behh mantap bener, gameplaynya satisfying, nggak kaku, f2p friendly. sejauh ini menurutku game hoyoverse terbaik ( mungkin )",keren kualitas behh mantap gameplaynya satisfying tidak kaku fp friendly turut hoyoverse baik,"['keren', 'kualitas', 'behh', 'mantap', 'gameplaynya', 'satisfying', 'tidak', 'kaku', 'fp', 'friendly', 'turut', 'hoyoverse', 'baik']","[5, 4, 0, 5, 0, 0, -5, -2, 0, 0, -3, 0, 5]",9,Positive
Bagus dari segi gameplay dan story tapi tolong untuk dimaksimalkan lagi untuk platform android performanya,bagus segi gameplay story tolong maksimal platform android performa,"['bagus', 'segi', 'gameplay', 'story', 'tolong', 'maksimal', 'platform', 'android', 'performa']","[5, -4, 2, 5, -2, 3, 0, 0, -4]",5,Positive
"Sejauh ini bermain lancar lancar aja, karena masih baru masih banyak yang belum dipahami. Dari segi cerita juga lumayan menarik",main lancar lancar belum paham segi cerita lumayan tarik,"['main', 'lancar', 'lancar', 'belum', 'paham', 'segi', 'cerita', 'lumayan', 'tarik']","[-2, -2, -2, -2, 0, -4, -4, -2, 2]",-16,Negative
Harusnya strorynya langsung battle aja. Gk perlu yg layar tv banyak. Karna aku agak malas harus explor apalagi tap2 layar sambil mikir. Pengennya yg auto greding gampang. Seperti honkai impack. Itu aja sih keluanku. Kebanyakan makan waktu.,strorynya battle tidak layar tv malas explor tap layar mikir ken auto greding gampang honkai impack keluan banyak makan waktu,"['strorynya', 'battle', 'tidak', 'layar', 'tv', 'malas', 'explor', 'tap', 'layar', 'mikir', 'ken', 'auto', 'greding', 'gampang', 'honkai', 'impack', 'keluan', 'banyak', 'makan', 'waktu']","[0, 0, -5, -2, 0, -4, 0, 0, -2, -3, -2, 0, 0, -3, 0, 0, 0, -3, -1, 0]",-25,Negative
disappointing co-op gameplay,disappointing coop gameplay,"['disappointing', 'coop', 'gameplay']","[0, 0, 2]",2,Positive
belum apa apa udah 17GB,belum gb,"['belum', 'gb']","[-2, -3]",-5,Negative
The game is good but there is a bug. The game always crashing when open gacha menu or other menu.,the is good but there is bug the always crashing when open gacha menu other menu,"['the', 'is', 'good', 'but', 'there', 'is', 'bug', 'the', 'always', 'crashing', 'when', 'open', 'gacha', 'menu', 'other', 'menu']","[0, 0, 5, 0, 0, 0, -5, 0, 0, 0, 0, -3, -3, 0, 0, 0]",-6,Negative
Semoga awet dengan segala macam kritik dari Player lain...,moga awet kritik player,"['moga', 'awet', 'kritik', 'player']","[1, 4, -5, 0]",0,Positive
saat bermain lancar aj tapi kenapa latar tempatnya hitam...,main lancar latar tempat hitam,"['main', 'lancar', 'latar', 'tempat', 'hitam']","[-2, -2, 0, -3, -4]",-11,Negative
"ga lag ternyata haha, grafik cukup bagus dan ya pokoknya bagus deh game ini buat ngisi waktu luang akuu ><",tidak lag haha grafik bagus pokok bagus deh ngisi waktu luang,"['tidak', 'lag', 'haha', 'grafik', 'bagus', 'pokok', 'bagus', 'deh', 'ngisi', 'waktu', 'luang']","[-5, -5, 0, 1, 5, -3, 5, 0, 0, 0, -3]",-5,Negative
Press f,press,['press'],[0],0,Positive
Ada bug force close mohon diperbaiki,bug force close baik,"['bug', 'force', 'close', 'baik']","[-5, -3, -4, 5]",-7,Negative
Satisfying,satisfying,['satisfying'],[0],0,Positive
Game terbaik di dunia,baik dunia,"['baik', 'dunia']","[5, -2]",3,Positive
"Fine fine aja, mines ini apa watashi aj yg ngerasain kalo ni game makan baterainya banyak y😁",fine fine mes watashi rasai makan baterai,"['fine', 'fine', 'mes', 'watashi', 'rasai', 'makan', 'baterai']","[3, 3, 0, 0, 1, -1, -3]",3,Positive
"dari semua game hoyoverse, zzz yang paling membuat saya terkesan dengan mekanik gameplay, tema game, hingga musik. saya sangat merasa immersive dan sangat terkesan ketika ada adegan cutscene yng menurut saya sangat keren, yang membuat saya betah ketika memainkan sepanjang game ini",hoyoverse kes mekanik gameplay tema musik immersive kes adegan cutscene keren betah main,"['hoyoverse', 'kes', 'mekanik', 'gameplay', 'tema', 'musik', 'immersive', 'kes', 'adegan', 'cutscene', 'keren', 'betah', 'main']","[0, 3, 0, 2, 0, 2, 0, 3, -4, 0, 5, 0, -2]",9,Positive
Joss gandoss tenan👍👍🔥🔥,joss gandoss tenan,"['joss', 'gandoss', 'tenan']","[0, 0, 0]",0,Positive
bagus,bagus,['bagus'],[5],5,Positive
"satu satu nya game hoyo yg ga bisa gua maenin,spek hp udh terlalu old wkwkwk,pdhl udh sangat ditunggu perilisan ZZZ ini,utk yg hp nya udh ga relevan juga nt guys,semoga dpt rezeki lebih utk upgrade hp",hoyo tidak gua maeninspek hp old wkwkwkpdhl tunggu rilis iniutk hp tidak relevan guyssemoga rezeki upgrade hp,"['hoyo', 'tidak', 'gua', 'maeninspek', 'hp', 'old', 'wkwkwkpdhl', 'tunggu', 'rilis', 'iniutk', 'hp', 'tidak', 'relevan', 'guyssemoga', 'rezeki', 'upgrade', 'hp']","[0, -5, -3, 0, 0, 0, 0, -2, 3, 0, 0, -5, 0, 0, 3, 0, 0]",-9,Negative
Uwoooghh ellen,uwoghh ellen,"['uwoghh', 'ellen']","[0, 0]",0,Positive
"Gacha seret, pity ampas, konten minim",gacha seret pity ampas konten minim,"['gacha', 'seret', 'pity', 'ampas', 'konten', 'minim']","[-3, 0, 0, -3, 0, -3]",-9,Negative
"Skipp all game hoyoverse ,bansos is SCAM",skipp all hoyoverse bansos is scam,"['skipp', 'all', 'hoyoverse', 'bansos', 'is', 'scam']","[0, 0, 0, -1, 0, 0]",-1,Negative
"lancar game nya, story mantap, desain overall suka, combat lumayan lah g yg gimana gichuuu",lancar story mantap desain overall suka combat lumayan tidak gichu,"['lancar', 'story', 'mantap', 'desain', 'overall', 'suka', 'combat', 'lumayan', 'tidak', 'gichu']","[-2, 5, 5, 4, 0, 3, 0, -2, -5, 0]",8,Positive
"Scam 180 gacha ternyata harus selesai quest dll, sebelum battle maen puzzle bikin ngantuk",scam gacha selesai quest dll battle puzzle bikin ngantuk,"['scam', 'gacha', 'selesai', 'quest', 'dll', 'battle', 'puzzle', 'bikin', 'ngantuk']","[0, -3, -2, 0, 0, 0, 0, 0, -2]",-7,Negative
Semoga game baik tidak kikir,moga tidak kikir,"['moga', 'tidak', 'kikir']","[1, -5, 4]",0,Positive
Nice game,nice,['nice'],[4],4,Positive
Sangat bagus,bagus,['bagus'],[5],5,Positive
"Tidak ada kendala, game bagus. Semua orang yang ngasih bintang satu HPnya KENTANG!! 🤣🤣",tidak kendala bagus asih bintang hpnya kentang,"['tidak', 'kendala', 'bagus', 'asih', 'bintang', 'hpnya', 'kentang']","[-5, 0, 5, 1, 0, 0, 0]",1,Positive
"Maaf udah main dapet 1 misi kok tetep hitam visualnya,graphic udah d turunkan sampai low? Mohon untuk developer lebih di tingkatkan lagi untuk visual pencahayaan di graphic medium ke low",maaf misi hitam visualnyagraphic turun low developer tingkat visual cahaya graphic medium low,"['maaf', 'misi', 'hitam', 'visualnyagraphic', 'turun', 'low', 'developer', 'tingkat', 'visual', 'cahaya', 'graphic', 'medium', 'low']","[-2, 0, -4, 0, -3, 0, 0, 1, 4, 0, 1, 2, 0]",-1,Negative
Udah re roll 1000x masih ampas :'(,re roll ampas,"['re', 'roll', 'ampas']","[0, 0, -3]",-3,Negative
Bagus gamenya ☺️ lebih santai juga sihhh 😃,bagus santai,"['bagus', 'santai']","[5, 2]",7,Positive
"Menurutku, game nya asik, dan masih ada beberapa bug, tapi masih ok mengingat masih game baru, dan buat yang komplain, lihat spek dlu ok? Game nya emang berat jadi jangan di paksa🗿",turut asik bug ok komplain spek ok berat jangan paksa,"['turut', 'asik', 'bug', 'ok', 'komplain', 'spek', 'ok', 'berat', 'jangan', 'paksa']","[-3, 4, -5, 4, 0, 0, 4, -4, -3, -4]",-7,Negative
Ga ngotak data awal nya,tidak ngotak data,"['tidak', 'ngotak', 'data']","[-5, 0, -3]",-8,Negative
nice gameee,nice,['nice'],[4],4,Positive
Tolong segera diperbaiki bug bug yg ada,tolong baik bug bug,"['tolong', 'baik', 'bug', 'bug']","[-2, 5, -5, -5]",-7,Negative
"Very good game, style retro nya cakep, battle vfx bagus, sfx nya asik, interaksi antara player dan npc sangat menarik, puzzle nya cukup sulit. It's a good game tbh❤",very good style retro cakep battle vfx bagus sfx asik interaksi player npc tarik puzzle sulit its good tbh,"['very', 'good', 'style', 'retro', 'cakep', 'battle', 'vfx', 'bagus', 'sfx', 'asik', 'interaksi', 'player', 'npc', 'tarik', 'puzzle', 'sulit', 'its', 'good', 'tbh']","[0, 5, 0, 0, 1, 0, 0, 5, 0, 4, -2, 0, 0, 2, 0, -5, 0, 5, 0]",15,Positive
"Game nya bagus tapi ada kekurangan nya, kenapa aku main game nya itu semua yang di sekitar ku jadi hitam jadi nya aku ga bisa genikmatin game ya tolang di perbaiki itu juga udah aku pake grafik paling rendah tetap aja di sekitar ku hitam semua jadi tolong di perbaiki.",bagus kurang ku hitam tidak genikmatin tolang baik pakai grafik rendah ku hitam tolong baik,"['bagus', 'kurang', 'ku', 'hitam', 'tidak', 'genikmatin', 'tolang', 'baik', 'pakai', 'grafik', 'rendah', 'ku', 'hitam', 'tolong', 'baik']","[5, -4, 0, -4, -5, 0, 0, 5, 0, 1, -5, 0, -4, -2, 5]",-8,Negative
"Game nya udah bagus, cuman rada gak kompatibel di hp saya. Dijamin ngecrash ketika 20 menit bermain. Padahal game berat lain (seperti wzm dan wuwa) walaupun sampai panas gak bakal ngecrash, tapi game ini mentok anget malah ngecrash (tanpa pemberitahuan suhu tinggi atau apapun itu).",bagus cuman rada tidak kompatibel hp jamin ngecrash menit main berat wzm wuwa panas tidak ngecrash mentok anget ngecrash tanpa pemberitahuan suhu tinggi apa,"['bagus', 'cuman', 'rada', 'tidak', 'kompatibel', 'hp', 'jamin', 'ngecrash', 'menit', 'main', 'berat', 'wzm', 'wuwa', 'panas', 'tidak', 'ngecrash', 'mentok', 'anget', 'ngecrash', 'tanpa', 'pemberitahuan', 'suhu', 'tinggi', 'apa']","[5, 0, 0, -5, 0, 0, -5, 0, 0, -2, -4, 0, 0, -3, -5, 0, -5, 0, 0, 0, -3, 0, -2, -3]",-32,Negative
Scam bilangnya 100 pulls,scam bilang pulls,"['scam', 'bilang', 'pulls']","[0, 0, 0]",0,Positive
Ada banyak permasalahan untuk beberapa device bro mihoyo mungkin bisa diperbaikin spek temen saya lebih bagus namun dia blackscreen 😅,masalah device bro mihoyo diperbaikin spek teman bagus blackscreen,"['masalah', 'device', 'bro', 'mihoyo', 'diperbaikin', 'spek', 'teman', 'bagus', 'blackscreen']","[-4, 0, 0, 0, 0, 0, 0, 5, 0]",1,Positive
Game ini sangat keren dan sangat menakjubkan dan sangat sangat wajib dimainkan dikarenakan game ini sangat amat baik dan tidak kikir seperti wuthering waves dan genshin impact dan juga honkai star rail dikarenakan saya tidak mendapatkan ruan mei semoga kedepannya zenless zone zero tidak kikir dan baik seterusnya dan semoga saya tidak mendapatkan hard pity dan akan mendapatkan ellen c6 dan saya akan memainkan game ini terus disaat saya ada waktu luang tidak sprti org yg tdk prnah menyentuh rumput,keren takjub wajib main tidak kikir wuthering waves genshin impact honkai star rail tidak ruan mei moga depan zenless zone zero tidak kikir moga tidak hard pity ellen main saat waktu luang tidak tidak sentuh rumput,"['keren', 'takjub', 'wajib', 'main', 'tidak', 'kikir', 'wuthering', 'waves', 'genshin', 'impact', 'honkai', 'star', 'rail', 'tidak', 'ruan', 'mei', 'moga', 'depan', 'zenless', 'zone', 'zero', 'tidak', 'kikir', 'moga', 'tidak', 'hard', 'pity', 'ellen', 'main', 'saat', 'waktu', 'luang', 'tidak', 'tidak', 'sentuh', 'rumput']","[5, 1, 0, -2, -5, 4, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, 1, 0, 0, 0, -3, -5, 4, 1, -5, -5, 0, 0, -2, 0, 0, -3, -5, -5, -2, 3]",-28,Negative
GEMNYA SANGAT SERU!!! GA NYESEL NUNGGUIN 2000 TAHUN! Suka banget sama game game adu jotos kaya gini!,gemnya seru tidak sesal tunggu tahun suka adu jotos,"['gemnya', 'seru', 'tidak', 'sesal', 'tunggu', 'tahun', 'suka', 'adu', 'jotos']","[0, 5, -5, -4, -2, 0, 3, -3, -5]",-11,Negative
Mantap,mantap,['mantap'],[5],5,Positive
"Fresh gameplay, i like it",fresh gameplay like,"['fresh', 'gameplay', 'like']","[-2, 2, 0]",0,Positive
Cara ngasih ulasan review gimana sih? Apa setelah ini klik kirim terus udah keposting?,asih ulas review klik kirim keposting,"['asih', 'ulas', 'review', 'klik', 'kirim', 'keposting']","[1, 0, 0, 0, 2, 0]",3,Positive
good,good,['good'],[5],5,Positive
"tolong dong ini kenapa sering force close, padahal genshin hsr lancar jaya tolong di optimalkan lagi padahal seru gameplay nya",tolong force close genshin hsr lancar jaya tolong optimal seru gameplay,"['tolong', 'force', 'close', 'genshin', 'hsr', 'lancar', 'jaya', 'tolong', 'optimal', 'seru', 'gameplay']","[-2, -3, -4, 0, 0, -2, 4, -2, 0, 5, 2]",-2,Negative
Smooth parah gem nya mantap,smooth parah gem mantap,"['smooth', 'parah', 'gem', 'mantap']","[3, -5, 0, 5]",3,Positive
Hilangkan TV Masak Game 17GB explorenya cuma segitu,hilang tv masak gb explorenya segitu,"['hilang', 'tv', 'masak', 'gb', 'explorenya', 'segitu']","[-4, 0, -2, -3, 0, -3]",-12,Negative
Please fix bug cutscene yang ngelag,please fix bug cutscene ngelag,"['please', 'fix', 'bug', 'cutscene', 'ngelag']","[-3, 0, -5, 0, -5]",-13,Negative
Belasan gb cuman buat game adu jotos 😀,bas gb cuman adu jotos,"['bas', 'gb', 'cuman', 'adu', 'jotos']","[0, -3, 0, -3, -5]",-11,Negative
Tidak tertarik Terlalu ramai visualnya ketika di open worldnya,tidak tarik ramai visual open worldnya,"['tidak', 'tarik', 'ramai', 'visual', 'open', 'worldnya']","[-5, 2, -5, 4, -3, 0]",-7,Negative
kurang optimalisasi nya lagi buat hp mid range,kurang optimalisasi hp mid range,"['kurang', 'optimalisasi', 'hp', 'mid', 'range']","[-4, -2, 0, 0, 0]",-6,Negative
Gachanya busuk,gachanya busuk,"['gachanya', 'busuk']","[0, -5]",-5,Negative
Mantap,mantap,['mantap'],[5],5,Positive
aman aja di gw :v,aman,['aman'],[2],2,Positive
Nice,nice,['nice'],[4],4,Positive
"A good start, hopefully soon as possible 45 fps add on setting. It help for mid device",good start hopefully soon as possible fps on setting help for mid device,"['good', 'start', 'hopefully', 'soon', 'as', 'possible', 'fps', 'on', 'setting', 'help', 'for', 'mid', 'device']","[5, 0, 0, 0, 0, 0, -4, 0, 0, 2, 0, 0, 0]",3,Positive
"Tolong dikurangi pemakaian RAM-nya. Apalagi ketika LIVE2D, khususnya gacha dan trial char",tolong rang pakai ram lived gacha trial char,"['tolong', 'rang', 'pakai', 'ram', 'lived', 'gacha', 'trial', 'char']","[-2, -3, 0, 0, 0, -3, 0, 0]",-8,Negative
Sumpah size 17GB wow dengan grafik yang di tawarkan sesuai maka tak heran sih story dan gameplay menarik memang wajib di download nih oh iya kalian kalau mau download siapin spek minimum snapdragon 855 ram 8gb wajar kalau spek low ngelag jangan di paksa untuk devnya semoga kedepannya lebih baik lagi banyakin event menarik yah ♥️,sumpah size gb wow grafik tawar sesuai tak heran story gameplay tarik wajib download oh iya download siapin spek minimum snapdragon ram gb wajar spek low ngelag jangan paksa devnya moga depan banyak event tarik,"['sumpah', 'size', 'gb', 'wow', 'grafik', 'tawar', 'sesuai', 'tak', 'heran', 'story', 'gameplay', 'tarik', 'wajib', 'download', 'oh', 'iya', 'download', 'siapin', 'spek', 'minimum', 'snapdragon', 'ram', 'gb', 'wajar', 'spek', 'low', 'ngelag', 'jangan', 'paksa', 'devnya', 'moga', 'depan', 'banyak', 'event', 'tarik']","[-3, -3, -3, 0, 1, -4, 3, 0, -3, 5, 2, 2, 0, -3, 0, 0, -3, 0, 0, 0, 0, 0, -3, -5, 0, 0, -5, -3, -4, 0, 1, 0, -3, 0, 2]",-29,Negative
Seruu banget,seru,['seru'],[5],5,Positive
Ini gimana dah... Setiap x jari deket kamera depan layar game nya gelap sendiri... Masa iya main nya harus pake 1 tangan,deh jari kamera layar gelap iya pakai tangan,"['deh', 'jari', 'kamera', 'layar', 'gelap', 'iya', 'pakai', 'tangan']","[0, -4, 0, -2, -4, 0, 0, 1]",-9,Negative
"Overall bagus gamenya memenuhi ekspektasi saya, gamenya juga GK terlalu berat settingan medium masih lancar jaya, cuma saran agar hadiah tinet untuk gachanya diperbanyak lah, Untuk battle nya saya dah puas sistem combo Parry nya mantap",overall bagus penuh ekspektasi tidak berat settingan medium lancar jaya saran hadiah tinet gachanya banyak battle deh puas sistem combo parry mantap,"['overall', 'bagus', 'penuh', 'ekspektasi', 'tidak', 'berat', 'settingan', 'medium', 'lancar', 'jaya', 'saran', 'hadiah', 'tinet', 'gachanya', 'banyak', 'battle', 'deh', 'puas', 'sistem', 'combo', 'parry', 'mantap']","[0, 5, 0, 0, -5, -4, 0, 2, -2, 4, -3, -3, 0, 0, -3, 0, 0, 3, -4, 0, 0, 5]",-5,Negative
"Very cool games and stylish,love the environment and character the songs is great too the best hoyo games from my opinion and this games is different from any hoyo games it didn't feel like hoyo gacha games it's feel like japanese anime games which is good",very cool games and stylishlove the environment and character the songs is great too the best hoyo games from my opinion and this games is different from any hoyo games didnt feel like hoyo gacha games its feel like japanese anime games which is good,"['very', 'cool', 'games', 'and', 'stylishlove', 'the', 'environment', 'and', 'character', 'the', 'songs', 'is', 'great', 'too', 'the', 'best', 'hoyo', 'games', 'from', 'my', 'opinion', 'and', 'this', 'games', 'is', 'different', 'from', 'any', 'hoyo', 'games', 'didnt', 'feel', 'like', 'hoyo', 'gacha', 'games', 'its', 'feel', 'like', 'japanese', 'anime', 'games', 'which', 'is', 'good']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]",12,Positive
terlalu sulit untuk di kontrol dan terlalu rumit mekanisme gameplaynya,sulit kontrol rumit mekanisme gameplaynya,"['sulit', 'kontrol', 'rumit', 'mekanisme', 'gameplaynya']","[-5, 0, -5, 0, 0]",-10,Negative
"Gw suka gama ini asik menurut gw, cuma masalahnya berat banget ini game di mobile, dari setiap game mobile yang pernah gw mainin ini doang yang paling berat. Semoga Dev bisa membuat game ini jauh lebih ringan terimakasih.",suka gama asik berat mobile mobile mainin doang berat moga dev ringan terimakasih,"['suka', 'gama', 'asik', 'berat', 'mobile', 'mobile', 'mainin', 'doang', 'berat', 'moga', 'dev', 'ringan', 'terimakasih']","[3, 0, 4, -4, 0, 0, -2, -1, -4, 1, 0, -1, 5]",1,Positive
"Game apa ini hitam doang, yang muncul cuma musuh sama karakter yang di kendalikan saja. Sisanya full HITAM, minimal kalau buat game yang niat dikit lah di optimasi grafiknya masa game grafik cacat kek gini udah dirilis. Padahal genshin impact di hp ku gak ada masalah sama sekali, yang bermasalah cuma ini game sama HSR. Benerin lah jangan cuma kau balas pakai bot lalu kau kacangin udah kek KOMINFO aja. Saya mendownload dari GOOGLE PLAY STORE DAN SUDAH VERSI TERBARU",hitam doang muncul musuh karakter kendali sisa full hitam minimal niat dikit optimasi grafik grafik cacat rilis genshin impact hp ku tidak masalah hsr benerin jangan kau balas pakai bot kau kacangin kominfo mendownload google play store versi baru,"['hitam', 'doang', 'muncul', 'musuh', 'karakter', 'kendali', 'sisa', 'full', 'hitam', 'minimal', 'niat', 'dikit', 'optimasi', 'grafik', 'grafik', 'cacat', 'rilis', 'genshin', 'impact', 'hp', 'ku', 'tidak', 'masalah', 'hsr', 'benerin', 'jangan', 'kau', 'balas', 'pakai', 'bot', 'kau', 'kacangin', 'kominfo', 'mendownload', 'google', 'play', 'store', 'versi', 'baru']","[-4, -1, -3, -4, 0, 0, -4, 0, -4, -3, 0, -4, 0, 1, 1, -5, 3, 0, 0, 0, 0, -5, -4, 0, 0, -3, 0, -3, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-44,Negative
"Masih sering force close nih, tolong dong dibenerin. Saya pakai device ROG 5",force close tolong dibenerin pakai device rog,"['force', 'close', 'tolong', 'dibenerin', 'pakai', 'device', 'rog']","[-3, -4, -2, 0, 0, 0, 0]",-9,Negative
Maaf kurang menarik. Game play tipi turu,maaf kurang tarik play tipi turu,"['maaf', 'kurang', 'tarik', 'play', 'tipi', 'turu']","[-2, -4, 2, 0, 0, 0]",-4,Negative
"Booring combat, UI nya belibet ga enak dipandang, simulai TV nya sok asik & desain char kurang.",booring combat ui belibet tidak pandang simulai tv sok asik desain char kurang,"['booring', 'combat', 'ui', 'belibet', 'tidak', 'pandang', 'simulai', 'tv', 'sok', 'asik', 'desain', 'char', 'kurang']","[0, 0, 0, 0, -5, 1, 0, 0, 0, 4, 4, 0, -4]",0,Positive
Keren,keren,['keren'],[5],5,Positive
Nice,nice,['nice'],[4],4,Positive
bagus,bagus,['bagus'],[5],5,Positive
"Perpaduan warnanya nyaman dimata, karakternya juga unik²",padu warna nyaman mata karakter unik,"['padu', 'warna', 'nyaman', 'mata', 'karakter', 'unik']","[0, 0, 4, -2, 0, 0]",2,Positive
Map hitam,map hitam,"['map', 'hitam']","[0, -4]",-4,Negative
Mantab,mantab,['mantab'],[0],0,Positive
"terus terang, game nya seru!.. grafisnya juga bagus tp masih bingung sama penampilan UI nya ada terlalu banyak warna yang ke highlight & lumayan banyak pernak pernik walaupun ada pengaturan warna, tp tetap berasa ngg nyaman & ternyata login screen nya cukup banyak, jadi mau apa"" ada jeda loading, jadi gameplay nya terasa lebih lama",terang seru grafis bagus bingung tampil ui warna highlight lumayan pernak pernik atur warna asa tidak nyaman login screen jeda loading gameplay,"['terang', 'seru', 'grafis', 'bagus', 'bingung', 'tampil', 'ui', 'warna', 'highlight', 'lumayan', 'pernak', 'pernik', 'atur', 'warna', 'asa', 'tidak', 'nyaman', 'login', 'screen', 'jeda', 'loading', 'gameplay']","[-3, 5, 1, 5, 0, -3, 0, 0, 0, -2, 0, 3, -4, 0, -2, -5, 4, 0, 0, 0, -3, 2]",-2,Negative
"50 GB for pc and 17 GB on phone is hella crazy for a game like this. Comic slide for cutscene. Awful boring type of dungeon crawling. In game reward that not rewarding player at all. No wonder the title is ZZZ, I almost fell asleep playing this game. HI3 is much better.",gb for pc and gb on phone is hella crazy for like this comic slide for cutscene awful boring type of dungeon crawling reward that not rewarding player at all no wonder the title is almost fell asleep playing this hi is much better,"['gb', 'for', 'pc', 'and', 'gb', 'on', 'phone', 'is', 'hella', 'crazy', 'for', 'like', 'this', 'comic', 'slide', 'for', 'cutscene', 'awful', 'boring', 'type', 'of', 'dungeon', 'crawling', 'reward', 'that', 'not', 'rewarding', 'player', 'at', 'all', 'no', 'wonder', 'the', 'title', 'is', 'almost', 'fell', 'asleep', 'playing', 'this', 'hi', 'is', 'much', 'better']","[-3, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1]",-9,Negative
Masih banyak terdapat bug Suara audio ingame sangat kecil sehingga harus full volume agar terdengar Terlalu banyak memakan ram Controller jika sudah lama bermain tiba tiba tidak bisa di pencet padahal masih terkoneksi Device Poco F3,bug suara audio ingame full volume dengar makan ram controller main tidak pencet koneksi device poco,"['bug', 'suara', 'audio', 'ingame', 'full', 'volume', 'dengar', 'makan', 'ram', 'controller', 'main', 'tidak', 'pencet', 'koneksi', 'device', 'poco']","[-5, -1, 0, 0, 0, 0, 2, -1, 0, 0, -2, -5, -2, -4, 0, 0]",-18,Negative
"ngak bisa login (terlalubanyak request ),, speed donload lemot banget",tidak login terlalubanyak request speed donload lot,"['tidak', 'login', 'terlalubanyak', 'request', 'speed', 'donload', 'lot']","[-5, 0, 0, 0, 0, 0, -5]",-10,Negative
"Grafik gak ada masalah, masalah nya cuma fitur TV tabung nya menggangu bikin ngantuk",grafik tidak fitur tv tabung menggangu bikin ngantuk,"['grafik', 'tidak', 'fitur', 'tv', 'tabung', 'menggangu', 'bikin', 'ngantuk']","[1, -5, 0, 0, 3, 0, 0, -2]",-3,Negative
Nice,nice,['nice'],[4],4,Positive
Game kikir part 2 kedip kanan,kikir part kedip kanan,"['kikir', 'part', 'kedip', 'kanan']","[4, 0, 0, 0]",4,Positive
already download where my 180 pulll free,already download where my pul free,"['already', 'download', 'where', 'my', 'pul', 'free']","[0, -3, 0, 0, 0, 3]",0,Positive
Tolong dong min perbaiki game nya supaya GK black screen lagi,tolong min baik tidak black screen,"['tolong', 'min', 'baik', 'tidak', 'black', 'screen']","[-2, 0, 5, -5, 0, 0]",-2,Negative
Lets goooo too battel 🤩🤩🤩,lets go too battel,"['lets', 'go', 'too', 'battel']","[0, 0, 0, 0]",0,Positive
"Game ngantuk zzz Saran saya aja untuk mode tv itu dibikin mini game aja, masuk dungeon pengen gebuk2 musuh malah dikasih puzzle, boring lagi",ngantuk saran mode tv bikin mini dungeon pengin gebuk musuh kasih puzzle boring,"['ngantuk', 'saran', 'mode', 'tv', 'bikin', 'mini', 'dungeon', 'pengin', 'gebuk', 'musuh', 'kasih', 'puzzle', 'boring']","[-2, -3, 0, 0, 0, 0, 0, 0, 0, -4, 1, 0, -3]",-11,Negative
Mantap,mantap,['mantap'],[5],5,Positive
Snapdragon 870 masih frame 💀,snapdragon frame,"['snapdragon', 'frame']","[0, -4]",-4,Negative
"Entah hp saya yang spek rendah atau emang nge bug, world gamenya item semua bjir",hp spek rendah nge bug world item bjir,"['hp', 'spek', 'rendah', 'nge', 'bug', 'world', 'item', 'bjir']","[0, 0, -5, 0, -5, 0, -4, 0]",-14,Negative
"Up grafik!! Udah high grafik masi aja burik, setarain ama genshin kek, mihoyo masak burik si?",up grafik high grafik burik setarain genshin mihoyo masak burik,"['up', 'grafik', 'high', 'grafik', 'burik', 'setarain', 'genshin', 'mihoyo', 'masak', 'burik']","[0, 1, 0, 1, 0, 0, 0, 0, -2, 0]",0,Positive
"Buat yang pada ngeluh pas mau login layarnya hitam, loading sering force close, disuruh kosongin penyimpanan lagi ,atau apalah. Itu sebenarnya device lu kurang support, kalau Layarnya hitam artinya device lu ga kuat nge-render grafiknya,kalau masih maksa main yang ada hp lu rusak duluan [bisa"" MATOT] Ini bukan masalah bug dari gamenya atau ukurannya tapi masalah di device masing"". Gw aja main ga ada apa"" ,aman aja tuh. [Overall nih game bagus dari segi gameplay ataupun grafik]",ngeluh pas login layar hitam loading force close suruh kosongin simpan apa device kurang support layar hitam device tidak kuat ngerender grafiknyakalau maksa hp rusak duluan matot bukan bug ukur device tidak aman tuh overall bagus segi gameplay grafik,"['ngeluh', 'pas', 'login', 'layar', 'hitam', 'loading', 'force', 'close', 'suruh', 'kosongin', 'simpan', 'apa', 'device', 'kurang', 'support', 'layar', 'hitam', 'device', 'tidak', 'kuat', 'ngerender', 'grafiknyakalau', 'maksa', 'hp', 'rusak', 'duluan', 'matot', 'bukan', 'bug', 'ukur', 'device', 'tidak', 'aman', 'tuh', 'overall', 'bagus', 'segi', 'gameplay', 'grafik']","[-4, 3, 0, -2, -4, -3, -3, -4, -2, 0, -3, -3, 0, -4, 4, -2, -4, 0, -5, -3, 0, 0, -5, 0, -4, -2, 0, -3, -5, 3, 0, -5, 2, 0, 0, 5, -4, 2, 1]",-54,Negative
